test_id,channel_id,rtt_seconds
128,1484428158244491324,0.5391
467,1484428185377701929,1.1849
407,1484428180839207032,1.0232
18,1484428149281263616,0.6663
296,1484428172261855242,1.2948
138,1484428158739677237,0.6258
286,1484428171347628123,2.7985
278,1484428170860953620,0.6526
178,1484428161352597595,0.5533
268,1484428169283895346,0.5618
198,1484428162871070812,0.5622
388,1484428179241304075,0.485
168,1484428160782303313,0.6739
398,1484428179958534225,0.5984
148,1484428159720886347,1.0146
378,1484428178519883866,0.4164
58,1484428152632508488,1.007
98,1484428156113911858,1.1466
258,1484428168235585627,0.9468
248,1484428167660830811,1.0627
77,1484428154490716200,0.5304
448,1484428184022679602,0.5377
28,1484428150170451978,1.2034
228,1484428165895163945,1.1115
408,1484428180839207032,0.4438
68,1484428153467441263,1.1164
468,1484428185377701929,0.5203
188,1484428162338394213,0.9368
118,1484428157556887633,1.1158
88,1484428155241500785,1.0029
368,1484428177689411625,1.0549
157,1484428160253825024,0.5584
218,1484428165148573806,1.1047
49,1484428152007557271,0.4723
238,1484428166826037358,1.0456
318,1484428173545574411,1.0638
308,1484428172912099369,1.1419
498,1484428187743289344,0.9931
478,1484428186249855006,0.6865
208,1484428164183625739,1.097
458,1484428184286920715,0.4934
418,1484428181652902000,1.1115
327,1484428174350876782,1.1974
348,1484428176003305512,1.1155
338,1484428174933622945,1.2543
29,1484428150170451978,0.4417
488,1484428187009159319,1.0723
99,1484428156113911858,0.5975
358,1484428176695496824,1.2562
438,1484428182852730964,1.0567
149,1484428159720886347,0.6458
259,1484428168235585627,0.4822
287,1484428171347628123,1.0532
297,1484428172261855242,1.0525
229,1484428165895163945,0.631
9,1484428147838685275,0.6914
59,1484428152632508488,0.692
249,1484428167660830811,0.5972
219,1484428165148573806,0.4978
328,1484428174350876782,0.4922
69,1484428153467441263,0.5975
199,1484428162871070812,0.5176
139,1484428158739677237,0.5856
129,1484428158244491324,0.9593
39,1484428151361638541,1.0058
399,1484428179958534225,0.6592
109,1484428156894183434,1.02
427,1484428182110081106,1.0536
19,1484428149281263616,0.7904
437,1484428182852730964,2.8192
499,1484428187743289344,0.5859
319,1484428173545574411,0.6376
169,1484428160782303313,0.9425
279,1484428170860953620,1.0407
359,1484428176695496824,0.5967
449,1484428184022679602,0.6413
119,1484428157556887633,1.084
189,1484428162338394213,1.0846
89,1484428155241500785,1.1762
158,1484428160253825024,0.5575
419,1484428181652902000,1.0518
309,1484428172912099369,1.0525
288,1484428171347628123,0.6289
369,1484428177689411625,1.145
339,1484428174933622945,1.0636
239,1484428166826037358,1.0127
479,1484428186249855006,0.6704
179,1484428161352597595,1.1045
389,1484428179241304075,1.0668
209,1484428164183625739,1.0957
459,1484428184286920715,0.5632
349,1484428176003305512,1.2168
8,1484428147838685275,2.784
379,1484428178519883866,1.1245
469,1484428185377701929,0.9318
489,1484428187009159319,1.0068
78,1484428154490716200,1.1136
269,1484428169283895346,1.3005
439,1484428182852730964,1.1047
409,1484428180839207032,1.019
298,1484428172261855242,1.0138
428,1484428182110081106,0.9959
329,1484428174350876782,0.5496
79,1484428154490716200,0.5123
299,1484428172261855242,0.4869
159,1484428160253825024,0.46
429,1484428182110081106,0.5512
289,1484428171347628123,0.6613
