test_id,channel_id,rtt_seconds
0,1484428147838685275,0.5484
1,1484428147838685275,0.5291
2,1484428147838685275,0.6367
3,1484428147838685275,0.524
4,1484428147838685275,0.532
5,1484428147838685275,0.6303
6,1484428147838685275,0.6648
7,1484428147838685275,0.6241
8,1484428147838685275,0.5735
9,1484428147838685275,0.5555
