test_id,channel_id,rtt_seconds
296,1484428172261855242,1.0633
24,1484428150170451978,1.0394
346,1484428176003305512,1.0109
366,1484428177689411625,1.1046
197,1484428162871070812,0.5053
426,1484428182110081106,1.1731
246,1484428167660830811,1.1849
137,1484428158739677237,0.5053
476,1484428186249855006,1.1604
456,1484428184286920715,1.1928
446,1484428184022679602,1.1247
406,1484428180839207032,1.0558
496,1484428187743289344,1.0329
237,1484428166826037358,0.5209
17,1484428149281263616,0.5866
486,1484428187009159319,0.5891
167,1484428160782303313,0.6048
87,1484428155241500785,0.4822
376,1484428178519883866,1.1547
207,1484428164183625739,0.5327
347,1484428176003305512,0.474
427,1484428182110081106,0.6088
327,1484428174350876782,0.62
157,1484428160253825024,1.1045
66,1484428153467441263,0.6226
217,1484428165148573806,1.047
267,1484428169283895346,0.7144
287,1484428171347628123,1.0865
127,1484428158244491324,1.1661
447,1484428184022679602,0.4818
297,1484428172261855242,0.7526
437,1484428182852730964,0.6108
177,1484428161352597595,1.1244
317,1484428173545574411,1.0368
257,1484428168235585627,1.0454
357,1484428176695496824,1.0567
397,1484428179958534225,1.1924
57,1484428152632508488,1.073
377,1484428178519883866,0.5658
117,1484428157556887633,1.1156
337,1484428174933622945,1.0374
277,1484428170860953620,0.9462
407,1484428180839207032,0.6238
158,1484428160253825024,0.462
188,1484428162338394213,0.5482
228,1484428165895163945,0.5222
77,1484428154490716200,1.2204
108,1484428156894183434,0.6927
48,1484428152007557271,0.5491
247,1484428167660830811,0.9572
98,1484428156113911858,0.6466
198,1484428162871070812,0.6385
457,1484428184286920715,0.9899
25,1484428150170451978,1.2686
138,1484428158739677237,0.5892
7,1484428147838685275,1.1141
318,1484428173545574411,0.5134
358,1484428176695496824,0.4797
118,1484428157556887633,0.5814
308,1484428172912099369,0.5937
38,1484428151361638541,1.0326
18,1484428149281263616,0.6927
187,1484428162338394213,2.2369
416,1484428181652902000,2.9089
218,1484428165148573806,1.1503
288,1484428171347628123,1.1309
128,1484428158244491324,1.1724
26,1484428150170451978,0.6753
148,1484428159720886347,1.2233
268,1484428169283895346,0.7752
378,1484428178519883866,0.5008
348,1484428176003305512,0.7598
328,1484428174350876782,0.8352
258,1484428168235585627,1.0033
487,1484428187009159319,1.1919
498,1484428187743289344,0.5295
208,1484428164183625739,0.9969
88,1484428155241500785,1.0214
78,1484428154490716200,1.0135
338,1484428174933622945,1.0586
278,1484428170860953620,1.0316
398,1484428179958534225,1.2
58,1484428152632508488,1.1784
408,1484428180839207032,0.5828
67,1484428153467441263,1.0429
109,1484428156894183434,0.5043
219,1484428165148573806,0.5164
189,1484428162338394213,0.6135
229,1484428165895163945,0.6384
368,1484428177689411625,1.2041
49,1484428152007557271,0.6155
119,1484428157556887633,0.5421
319,1484428173545574411,0.5425
19,1484428149281263616,0.6464
8,1484428147838685275,1.2484
89,1484428155241500785,0.5767
79,1484428154490716200,0.6326
199,1484428162871070812,1.0704
129,1484428158244491324,0.9287
269,1484428169283895346,0.5154
329,1484428174350876782,0.6004
159,1484428160253825024,1.0977
39,1484428151361638541,1.2835
349,1484428176003305512,0.504
139,1484428158739677237,0.9128
339,1484428174933622945,0.6246
68,1484428153467441263,0.6815
179,1484428161352597595,1.0606
417,1484428181652902000,1.0666
99,1484428156113911858,1.2606
239,1484428166826037358,1.1736
359,1484428176695496824,0.9743
399,1484428179958534225,0.9309
289,1484428171347628123,1.1996
59,1484428152632508488,1.0214
209,1484428164183625739,0.9655
379,1484428178519883866,0.5492
449,1484428184022679602,0.5213
249,1484428167660830811,0.5592
499,1484428187743289344,0.4509
389,1484428179241304075,0.5831
169,1484428160782303313,1.2921
488,1484428187009159319,1.041
279,1484428170860953620,0.9928
479,1484428186249855006,0.6552
259,1484428168235585627,1.1245
309,1484428172912099369,1.0989
299,1484428172261855242,0.7546
469,1484428185377701929,0.9317
428,1484428182110081106,2.2151
429,1484428182110081106,1.1596
459,1484428184286920715,1.0411
27,1484428150170451978,1.1358
418,1484428181652902000,0.5453
439,1484428182852730964,1.2535
149,1484428159720886347,1.8892
369,1484428177689411625,1.3731
9,1484428147838685275,0.5641
409,1484428180839207032,1.2296
489,1484428187009159319,0.6083
69,1484428153467441263,0.5571
28,1484428150170451978,1.059
419,1484428181652902000,0.5799
29,1484428150170451978,0.5437
